reading_id,location_id,sample_datetime,shift,operator_id,particle_size_bin,raw_count,unit,alert_limit,action_limit,is_alert_breach,is_action_breach,mechanism_label
2080,3,2026-06-09 18:00:00,Night,1,0.5um,17.53,counts/m3,15,20,1,0,mechanical_friction
2081,3,2026-06-10 00:00:00,Day,3,0.5um,16.43,counts/m3,15,20,1,0,mechanical_friction
2082,3,2026-06-10 06:00:00,Evening,2,0.5um,13.25,counts/m3,15,20,0,0,mechanical_friction
2083,3,2026-06-10 12:00:00,Night,6,0.5um,11.51,counts/m3,15,20,0,0,mechanical_friction
2084,3,2026-06-10 18:00:00,Night,1,0.5um,11.52,counts/m3,15,20,0,0,mechanical_friction
2085,3,2026-06-11 00:00:00,Day,7,0.5um,8.39,counts/m3,15,20,0,0,mechanical_friction
2086,3,2026-06-11 06:00:00,Evening,7,0.5um,5.78,counts/m3,15,20,0,0,mechanical_friction
2087,3,2026-06-11 12:00:00,Night,2,0.5um,12.27,counts/m3,15,20,0,0,mechanical_friction
2088,3,2026-06-11 18:00:00,Night,5,0.5um,18.57,counts/m3,15,20,1,0,mechanical_friction
2089,3,2026-06-12 00:00:00,Day,6,0.5um,18.51,counts/m3,15,20,1,0,mechanical_friction
2090,3,2026-06-12 06:00:00,Evening,7,0.5um,16.37,counts/m3,15,20,1,0,mechanical_friction
2091,3,2026-06-12 12:00:00,Night,6,0.5um,14.64,counts/m3,15,20,0,0,mechanical_friction
2092,3,2026-06-12 18:00:00,Night,8,0.5um,11.65,counts/m3,15,20,0,0,mechanical_friction
2093,3,2026-06-13 00:00:00,Day,1,0.5um,10.52,counts/m3,15,20,0,0,mechanical_friction
2094,3,2026-06-13 06:00:00,Evening,5,0.5um,10.62,counts/m3,15,20,0,0,mechanical_friction
2095,3,2026-06-13 12:00:00,Night,7,0.5um,13.86,counts/m3,15,20,0,0,mechanical_friction
2096,3,2026-06-13 18:00:00,Night,2,0.5um,21.92,counts/m3,15,20,1,1,mechanical_friction
2097,3,2026-06-14 00:00:00,Day,2,0.5um,20.65,counts/m3,15,20,1,1,mechanical_friction
2098,3,2026-06-14 06:00:00,Evening,1,0.5um,18.33,counts/m3,15,20,1,0,mechanical_friction
2099,3,2026-06-14 12:00:00,Night,8,0.5um,8.07,counts/m3,15,20,0,0,none
2100,3,2026-06-14 18:00:00,Night,7,0.5um,6.66,counts/m3,15,20,0,0,none
2101,3,2026-06-15 00:00:00,Day,1,0.5um,7.31,counts/m3,15,20,0,0,none
2102,3,2026-06-15 06:00:00,Evening,2,0.5um,6.31,counts/m3,15,20,0,0,none
2103,3,2026-06-15 12:00:00,Night,4,0.5um,8.12,counts/m3,15,20,0,0,none
2104,3,2026-06-15 18:00:00,Night,8,0.5um,7.06,counts/m3,15,20,0,0,none
2105,3,2026-06-16 00:00:00,Day,7,0.5um,6.61,counts/m3,15,20,0,0,none
2106,3,2026-06-16 06:00:00,Evening,8,0.5um,7.29,counts/m3,15,20,0,0,none
2107,3,2026-06-16 12:00:00,Night,7,0.5um,7.19,counts/m3,15,20,0,0,none
2108,3,2026-06-16 18:00:00,Night,6,0.5um,6.83,counts/m3,15,20,0,0,none
2109,3,2026-06-17 00:00:00,Day,3,0.5um,5.54,counts/m3,15,20,0,0,none
2110,3,2026-06-17 06:00:00,Evening,5,0.5um,5.58,counts/m3,15,20,0,0,none
2111,3,2026-06-17 12:00:00,Night,4,0.5um,4.42,counts/m3,15,20,0,0,none
2112,3,2026-06-17 18:00:00,Night,8,0.5um,6.0,counts/m3,15,20,0,0,none
2113,3,2026-06-18 00:00:00,Day,4,0.5um,10.6,counts/m3,15,20,0,0,none
2114,3,2026-06-18 06:00:00,Evening,7,0.5um,9.33,counts/m3,15,20,0,0,none
2115,3,2026-06-18 12:00:00,Night,2,0.5um,6.26,counts/m3,15,20,0,0,none
2116,3,2026-06-18 18:00:00,Night,6,0.5um,6.95,counts/m3,15,20,0,0,none
2117,3,2026-06-19 00:00:00,Day,4,0.5um,4.69,counts/m3,15,20,0,0,none
2118,3,2026-06-19 06:00:00,Evening,4,0.5um,5.76,counts/m3,15,20,0,0,none
2119,3,2026-06-19 12:00:00,Night,7,0.5um,4.57,counts/m3,15,20,0,0,none
2120,3,2026-06-19 18:00:00,Night,4,0.5um,9.25,counts/m3,15,20,0,0,none
2121,3,2026-06-20 00:00:00,Day,1,0.5um,7.87,counts/m3,15,20,0,0,none
2122,3,2026-06-20 06:00:00,Evening,4,0.5um,6.62,counts/m3,15,20,0,0,none
2123,3,2026-06-20 12:00:00,Night,8,0.5um,5.57,counts/m3,15,20,0,0,none
2124,3,2026-06-20 18:00:00,Night,8,0.5um,5.23,counts/m3,15,20,0,0,none
2125,3,2026-06-21 00:00:00,Day,5,0.5um,5.27,counts/m3,15,20,0,0,none
2126,3,2026-06-21 06:00:00,Evening,6,0.5um,3.43,counts/m3,15,20,0,0,none
2127,3,2026-06-21 12:00:00,Night,3,0.5um,3.6,counts/m3,15,20,0,0,none
2128,3,2026-06-21 18:00:00,Night,7,0.5um,4.64,counts/m3,15,20,0,0,none
2129,3,2026-06-22 00:00:00,Day,5,0.5um,4.63,counts/m3,15,20,0,0,none
2130,3,2026-06-22 06:00:00,Evening,1,0.5um,6.67,counts/m3,15,20,0,0,none
2131,3,2026-06-22 12:00:00,Night,8,0.5um,5.71,counts/m3,15,20,0,0,none
2132,3,2026-06-22 18:00:00,Night,7,0.5um,3.7,counts/m3,15,20,0,0,none
2133,3,2026-06-23 00:00:00,Day,1,0.5um,3.75,counts/m3,15,20,0,0,none
2134,3,2026-06-23 06:00:00,Evening,4,0.5um,2.8,counts/m3,15,20,0,0,none
2135,3,2026-06-23 12:00:00,Night,6,0.5um,3.95,counts/m3,15,20,0,0,none
2136,3,2026-06-23 18:00:00,Night,6,0.5um,2.98,counts/m3,15,20,0,0,none
2137,3,2026-06-24 00:00:00,Day,2,0.5um,3.95,counts/m3,15,20,0,0,none
2138,3,2026-06-24 06:00:00,Evening,1,0.5um,3.85,counts/m3,15,20,0,0,none
2139,3,2026-06-24 12:00:00,Night,8,0.5um,2.33,counts/m3,15,20,0,0,none
2140,3,2026-06-24 18:00:00,Night,8,0.5um,2.37,counts/m3,15,20,0,0,none
2141,3,2026-06-25 00:00:00,Day,6,0.5um,2.4,counts/m3,15,20,0,0,none
2142,3,2026-06-25 06:00:00,Evening,6,0.5um,0.02,counts/m3,15,20,0,0,none
2143,3,2026-06-25 12:00:00,Night,6,0.5um,1.02,counts/m3,15,20,0,0,none
2144,3,2026-06-25 18:00:00,Night,4,0.5um,0.02,counts/m3,15,20,0,0,none
2145,3,2026-06-26 00:00:00,Day,6,0.5um,2.02,counts/m3,15,20,0,0,none
2146,3,2026-06-26 06:00:00,Evening,3,0.5um,1.01,counts/m3,15,20,0,0,none
2147,3,2026-06-26 12:00:00,Night,1,0.5um,2.01,counts/m3,15,20,0,0,none
2148,3,2026-06-26 18:00:00,Night,3,0.5um,0.01,counts/m3,15,20,0,0,none
2149,3,2026-06-27 00:00:00,Day,3,0.5um,3.01,counts/m3,15,20,0,0,none
2150,3,2026-06-27 06:00:00,Evening,3,0.5um,1.01,counts/m3,15,20,0,0,none
2151,3,2026-06-27 12:00:00,Night,4,0.5um,2.01,counts/m3,15,20,0,0,none
2152,3,2026-06-27 18:00:00,Night,2,0.5um,0.01,counts/m3,15,20,0,0,none
2153,3,2026-06-28 00:00:00,Day,4,0.5um,1.01,counts/m3,15,20,0,0,none
2154,3,2026-06-28 06:00:00,Evening,4,0.5um,1.0,counts/m3,15,20,0,0,none
2155,3,2026-06-28 12:00:00,Night,2,0.5um,1.0,counts/m3,15,20,0,0,none
2156,3,2026-06-28 18:00:00,Night,4,0.5um,0.0,counts/m3,15,20,0,0,none
2157,3,2026-06-29 00:00:00,Day,6,0.5um,1.0,counts/m3,15,20,0,0,none
2158,3,2026-06-29 06:00:00,Evening,4,0.5um,0.0,counts/m3,15,20,0,0,none
2159,3,2026-06-29 12:00:00,Night,1,0.5um,1.0,counts/m3,15,20,0,0,none
2160,3,2026-06-29 18:00:00,Night,6,0.5um,0.0,counts/m3,15,20,0,0,none
2161,4,2026-01-01 00:00:00,Day,5,0.5um,0.0,counts/m3,25,35,0,0,none
2162,4,2026-01-01 06:00:00,Evening,4,0.5um,0.0,counts/m3,25,35,0,0,none
2163,4,2026-01-01 12:00:00,Night,1,0.5um,2.0,counts/m3,25,35,0,0,none
2164,4,2026-01-01 18:00:00,Night,1,0.5um,4.0,counts/m3,25,35,0,0,none
2165,4,2026-01-02 00:00:00,Day,1,0.5um,3.0,counts/m3,25,35,0,0,none
2166,4,2026-01-02 06:00:00,Evening,7,0.5um,3.0,counts/m3,25,35,0,0,none
2167,4,2026-01-02 12:00:00,Night,3,0.5um,2.01,counts/m3,25,35,0,0,none
2168,4,2026-01-02 18:00:00,Night,4,0.5um,4.03,counts/m3,25,35,0,0,none
2169,4,2026-01-03 00:00:00,Day,6,0.5um,1.04,counts/m3,25,35,0,0,none
2170,4,2026-01-03 06:00:00,Evening,6,0.5um,1.05,counts/m3,25,35,0,0,none
2171,4,2026-01-03 12:00:00,Night,1,0.5um,1.06,counts/m3,25,35,0,0,none
2172,4,2026-01-03 18:00:00,Night,8,0.5um,2.07,counts/m3,25,35,0,0,none
2173,4,2026-01-04 00:00:00,Day,3,0.5um,3.08,counts/m3,25,35,0,0,none
2174,4,2026-01-04 06:00:00,Evening,7,0.5um,2.1,counts/m3,25,35,0,0,none
2175,4,2026-01-04 12:00:00,Night,7,0.5um,1.11,counts/m3,25,35,0,0,none
2176,4,2026-01-04 18:00:00,Night,5,0.5um,2.12,counts/m3,25,35,0,0,none
2177,4,2026-01-05 00:00:00,Day,2,0.5um,0.13,counts/m3,25,35,0,0,none
2178,4,2026-01-05 06:00:00,Evening,5,0.5um,2.14,counts/m3,25,35,0,0,none
2179,4,2026-01-05 12:00:00,Night,2,0.5um,2.15,counts/m3,25,35,0,0,none
2180,4,2026-01-05 18:00:00,Night,7,0.5um,2.17,counts/m3,25,35,0,0,none
2181,4,2026-01-06 00:00:00,Day,7,0.5um,3.18,counts/m3,25,35,0,0,none
2182,4,2026-01-06 06:00:00,Evening,7,0.5um,0.19,counts/m3,25,35,0,0,none
2183,4,2026-01-06 12:00:00,Night,7,0.5um,1.2,counts/m3,25,35,0,0,none
2184,4,2026-01-06 18:00:00,Night,2,0.5um,2.21,counts/m3,25,35,0,0,none
2185,4,2026-01-07 00:00:00,Day,1,0.5um,0.22,counts/m3,25,35,0,0,none
2186,4,2026-01-07 06:00:00,Evening,6,0.5um,0.24,counts/m3,25,35,0,0,none
2187,4,2026-01-07 12:00:00,Night,5,0.5um,3.25,counts/m3,25,35,0,0,none
2188,4,2026-01-07 18:00:00,Night,7,0.5um,1.26,counts/m3,25,35,0,0,none
2189,4,2026-01-08 00:00:00,Day,6,0.5um,3.27,counts/m3,25,35,0,0,none
2190,4,2026-01-08 06:00:00,Evening,7,0.5um,2.31,counts/m3,25,35,0,0,none
2191,4,2026-01-08 12:00:00,Night,3,0.5um,4.32,counts/m3,25,35,0,0,none
2192,4,2026-01-08 18:00:00,Night,1,0.5um,1.33,counts/m3,25,35,0,0,none
2193,4,2026-01-09 00:00:00,Day,1,0.5um,2.34,counts/m3,25,35,0,0,none
2194,4,2026-01-09 06:00:00,Evening,4,0.5um,3.35,counts/m3,25,35,0,0,none
2195,4,2026-01-09 12:00:00,Night,1,0.5um,1.98,counts/m3,25,35,0,0,hvac_drift
2196,4,2026-01-09 18:00:00,Night,5,0.5um,1.14,counts/m3,25,35,0,0,hvac_drift
2197,4,2026-01-10 00:00:00,Day,4,0.5um,2.31,counts/m3,25,35,0,0,hvac_drift
2198,4,2026-01-10 06:00:00,Evening,3,0.5um,3.48,counts/m3,25,35,0,0,hvac_drift
2199,4,2026-01-10 12:00:00,Night,5,0.5um,7.66,counts/m3,25,35,0,0,hvac_drift
2200,4,2026-01-10 18:00:00,Night,6,0.5um,2.84,counts/m3,25,35,0,0,hvac_drift
2201,4,2026-01-11 00:00:00,Day,1,0.5um,3.06,counts/m3,25,35,0,0,hvac_drift
2202,4,2026-01-11 06:00:00,Evening,4,0.5um,4.28,counts/m3,25,35,0,0,hvac_drift
2203,4,2026-01-11 12:00:00,Night,8,0.5um,3.46,counts/m3,25,35,0,0,hvac_drift
2204,4,2026-01-11 18:00:00,Night,3,0.5um,5.64,counts/m3,25,35,0,0,hvac_drift
2205,4,2026-01-12 00:00:00,Day,7,0.5um,3.83,counts/m3,25,35,0,0,hvac_drift
2206,4,2026-01-12 06:00:00,Evening,3,0.5um,6.02,counts/m3,25,35,0,0,hvac_drift
2207,4,2026-01-12 12:00:00,Night,3,0.5um,6.2,counts/m3,25,35,0,0,hvac_drift
2208,4,2026-01-12 18:00:00,Night,7,0.5um,7.4,counts/m3,25,35,0,0,hvac_drift
2209,4,2026-01-13 00:00:00,Day,3,0.5um,4.63,counts/m3,25,35,0,0,hvac_drift
2210,4,2026-01-13 06:00:00,Evening,7,0.5um,6.87,counts/m3,25,35,0,0,hvac_drift
2211,4,2026-01-13 12:00:00,Night,6,0.5um,7.1,counts/m3,25,35,0,0,hvac_drift
2212,4,2026-01-13 18:00:00,Night,7,0.5um,5.32,counts/m3,25,35,0,0,hvac_drift
2213,4,2026-01-14 00:00:00,Day,7,0.5um,7.55,counts/m3,25,35,0,0,hvac_drift
2214,4,2026-01-14 06:00:00,Evening,8,0.5um,8.78,counts/m3,25,35,0,0,hvac_drift
2215,4,2026-01-14 12:00:00,Night,5,0.5um,5.0,counts/m3,25,35,0,0,hvac_drift
2216,4,2026-01-14 18:00:00,Night,8,0.5um,5.23,counts/m3,25,35,0,0,hvac_drift
2217,4,2026-01-15 00:00:00,Day,1,0.5um,7.5,counts/m3,25,35,0,0,hvac_drift
2218,4,2026-01-15 06:00:00,Evening,4,0.5um,6.77,counts/m3,25,35,0,0,hvac_drift
2219,4,2026-01-15 12:00:00,Night,4,0.5um,7.01,counts/m3,25,35,0,0,hvac_drift
2220,4,2026-01-15 18:00:00,Night,1,0.5um,7.23,counts/m3,25,35,0,0,hvac_drift
2221,4,2026-01-16 00:00:00,Day,7,0.5um,7.47,counts/m3,25,35,0,0,hvac_drift
2222,4,2026-01-16 06:00:00,Evening,7,0.5um,8.71,counts/m3,25,35,0,0,hvac_drift
2223,4,2026-01-16 12:00:00,Night,6,0.5um,7.02,counts/m3,25,35,0,0,hvac_drift
2224,4,2026-01-16 18:00:00,Night,6,0.5um,7.33,counts/m3,25,35,0,0,hvac_drift
2225,4,2026-01-17 00:00:00,Day,5,0.5um,10.44,counts/m3,25,35,0,0,hvac_drift
2226,4,2026-01-17 06:00:00,Evening,4,0.5um,9.12,counts/m3,25,35,0,0,hvac_drift
2227,4,2026-01-17 12:00:00,Night,6,0.5um,10.33,counts/m3,25,35,0,0,hvac_drift
2228,4,2026-01-17 18:00:00,Night,8,0.5um,8.54,counts/m3,25,35,0,0,hvac_drift
2229,4,2026-01-18 00:00:00,Day,3,0.5um,9.72,counts/m3,25,35,0,0,hvac_drift
2230,4,2026-01-18 06:00:00,Evening,3,0.5um,9.94,counts/m3,25,35,0,0,hvac_drift
2231,4,2026-01-18 12:00:00,Night,1,0.5um,10.22,counts/m3,25,35,0,0,hvac_drift
2232,4,2026-01-18 18:00:00,Night,8,0.5um,10.52,counts/m3,25,35,0,0,hvac_drift
2233,4,2026-01-19 00:00:00,Day,5,0.5um,9.78,counts/m3,25,35,0,0,hvac_drift
2234,4,2026-01-19 06:00:00,Evening,5,0.5um,13.0,counts/m3,25,35,0,0,hvac_drift
2235,4,2026-01-19 12:00:00,Night,3,0.5um,12.22,counts/m3,25,35,0,0,hvac_drift
2236,4,2026-01-19 18:00:00,Night,1,0.5um,10.42,counts/m3,25,35,0,0,hvac_drift
2237,4,2026-01-20 00:00:00,Day,7,0.5um,11.61,counts/m3,25,35,0,0,hvac_drift
2238,4,2026-01-20 06:00:00,Evening,7,0.5um,10.83,counts/m3,25,35,0,0,hvac_drift
2239,4,2026-01-20 12:00:00,Night,3,0.5um,29.74,counts/m3,25,35,1,0,hvac_drift
2240,4,2026-01-20 18:00:00,Night,7,0.5um,27.46,counts/m3,25,35,1,0,hvac_drift
2241,4,2026-01-21 00:00:00,Day,5,0.5um,26.29,counts/m3,25,35,1,0,hvac_drift
2242,4,2026-01-21 06:00:00,Evening,6,0.5um,25.21,counts/m3,25,35,1,0,hvac_drift
2243,4,2026-01-21 12:00:00,Night,2,0.5um,25.26,counts/m3,25,35,1,0,hvac_drift
2244,4,2026-01-21 18:00:00,Night,5,0.5um,26.4,counts/m3,25,35,1,0,hvac_drift
2245,4,2026-01-22 00:00:00,Day,2,0.5um,21.63,counts/m3,25,35,0,0,hvac_drift
2246,4,2026-01-22 06:00:00,Evening,2,0.5um,23.31,counts/m3,25,35,0,0,hvac_drift
2247,4,2026-01-22 12:00:00,Night,3,0.5um,21.78,counts/m3,25,35,0,0,hvac_drift
2248,4,2026-01-22 18:00:00,Night,2,0.5um,22.34,counts/m3,25,35,0,0,hvac_drift
2249,4,2026-01-23 00:00:00,Day,8,0.5um,19.93,counts/m3,25,35,0,0,hvac_drift
2250,4,2026-01-23 06:00:00,Evening,1,0.5um,21.54,counts/m3,25,35,0,0,hvac_drift
2251,4,2026-01-23 12:00:00,Night,8,0.5um,21.5,counts/m3,25,35,0,0,hvac_drift
2252,4,2026-01-23 18:00:00,Night,2,0.5um,24.99,counts/m3,25,35,0,0,hvac_drift
2253,4,2026-01-24 00:00:00,Day,7,0.5um,21.53,counts/m3,25,35,0,0,hvac_drift
2254,4,2026-01-24 06:00:00,Evening,3,0.5um,22.5,counts/m3,25,35,0,0,hvac_drift
2255,4,2026-01-24 12:00:00,Night,8,0.5um,8.64,counts/m3,25,35,0,0,glove_breach
2256,4,2026-01-24 18:00:00,Night,5,0.5um,8.23,counts/m3,25,35,0,0,glove_breach
2257,4,2026-01-25 00:00:00,Day,4,0.5um,6.82,counts/m3,25,35,0,0,glove_breach
2258,4,2026-01-25 06:00:00,Evening,2,0.5um,6.41,counts/m3,25,35,0,0,glove_breach
2259,4,2026-01-25 12:00:00,Night,4,0.5um,5.05,counts/m3,25,35,0,0,glove_breach
2260,4,2026-01-25 18:00:00,Night,5,0.5um,5.71,counts/m3,25,35,0,0,glove_breach
2261,4,2026-01-26 00:00:00,Day,8,0.5um,4.34,counts/m3,25,35,0,0,glove_breach
2262,4,2026-01-26 06:00:00,Evening,3,0.5um,6.07,counts/m3,25,35,0,0,glove_breach
2263,4,2026-01-26 12:00:00,Night,1,0.5um,6.92,counts/m3,25,35,0,0,glove_breach
2264,4,2026-01-26 18:00:00,Night,3,0.5um,4.79,counts/m3,25,35,0,0,glove_breach
2265,4,2026-01-27 00:00:00,Day,2,0.5um,7.6,counts/m3,25,35,0,0,glove_breach
2266,4,2026-01-27 06:00:00,Evening,8,0.5um,4.4,counts/m3,25,35,0,0,glove_breach
2267,4,2026-01-27 12:00:00,Night,2,0.5um,5.24,counts/m3,25,35,0,0,glove_breach
2268,4,2026-01-27 18:00:00,Night,8,0.5um,4.11,counts/m3,25,35,0,0,glove_breach
2269,4,2026-01-28 00:00:00,Day,1,0.5um,2.95,counts/m3,25,35,0,0,glove_breach
2270,4,2026-01-28 06:00:00,Evening,7,0.5um,4.27,counts/m3,25,35,0,0,glove_breach
2271,4,2026-01-28 12:00:00,Night,4,0.5um,2.22,counts/m3,25,35,0,0,glove_breach
2272,4,2026-01-28 18:00:00,Night,1,0.5um,3.19,counts/m3,25,35,0,0,glove_breach
2273,4,2026-01-29 00:00:00,Day,5,0.5um,3.09,counts/m3,25,35,0,0,glove_breach
2274,4,2026-01-29 06:00:00,Evening,6,0.5um,1.96,counts/m3,25,35,0,0,glove_breach
2275,4,2026-01-29 12:00:00,Night,7,0.5um,4.88,counts/m3,25,35,0,0,glove_breach
2276,4,2026-01-29 18:00:00,Night,2,0.5um,1.8,counts/m3,25,35,0,0,glove_breach
2277,4,2026-01-30 00:00:00,Day,5,0.5um,2.74,counts/m3,25,35,0,0,glove_breach
2278,4,2026-01-30 06:00:00,Evening,5,0.5um,2.67,counts/m3,25,35,0,0,glove_breach
2279,4,2026-01-30 12:00:00,Night,4,0.5um,5.69,counts/m3,25,35,0,0,glove_breach
2280,4,2026-01-30 18:00:00,Night,8,0.5um,3.71,counts/m3,25,35,0,0,glove_breach
2281,4,2026-01-31 00:00:00,Day,4,0.5um,1.65,counts/m3,25,35,0,0,glove_breach
2282,4,2026-01-31 06:00:00,Evening,4,0.5um,0.57,counts/m3,25,35,0,0,glove_breach
2283,4,2026-01-31 12:00:00,Night,5,0.5um,1.43,counts/m3,25,35,0,0,glove_breach
2284,4,2026-01-31 18:00:00,Night,8,0.5um,2.4,counts/m3,25,35,0,0,glove_breach
2285,4,2026-02-01 00:00:00,Day,7,0.5um,3.37,counts/m3,25,35,0,0,glove_breach
2286,4,2026-02-01 06:00:00,Evening,6,0.5um,1.62,counts/m3,25,35,0,0,glove_breach
2287,4,2026-02-01 12:00:00,Night,1,0.5um,1.58,counts/m3,25,35,0,0,glove_breach
2288,4,2026-02-01 18:00:00,Night,3,0.5um,2.45,counts/m3,25,35,0,0,glove_breach
2289,4,2026-02-02 00:00:00,Day,1,0.5um,1.41,counts/m3,25,35,0,0,glove_breach
2290,4,2026-02-02 06:00:00,Evening,1,0.5um,5.29,counts/m3,25,35,0,0,glove_breach
2291,4,2026-02-02 12:00:00,Night,7,0.5um,3.98,counts/m3,25,35,0,0,glove_breach
2292,4,2026-02-02 18:00:00,Night,7,0.5um,4.7,counts/m3,25,35,0,0,glove_breach
2293,4,2026-02-03 00:00:00,Day,1,0.5um,4.45,counts/m3,25,35,0,0,glove_breach
2294,4,2026-02-03 06:00:00,Evening,4,0.5um,3.22,counts/m3,25,35,0,0,glove_breach
2295,4,2026-02-03 12:00:00,Night,3,0.5um,3.01,counts/m3,25,35,0,0,glove_breach
2296,4,2026-02-03 18:00:00,Night,1,0.5um,4.82,counts/m3,25,35,0,0,glove_breach
2297,4,2026-02-04 00:00:00,Day,4,0.5um,3.65,counts/m3,25,35,0,0,glove_breach
2298,4,2026-02-04 06:00:00,Evening,1,0.5um,4.77,counts/m3,25,35,0,0,glove_breach
2299,4,2026-02-04 12:00:00,Night,6,0.5um,4.47,counts/m3,25,35,0,0,none
2300,4,2026-02-04 18:00:00,Night,8,0.5um,3.24,counts/m3,25,35,0,0,none
2301,4,2026-02-05 00:00:00,Day,4,0.5um,3.03,counts/m3,25,35,0,0,none
2302,4,2026-02-05 06:00:00,Evening,2,0.5um,3.84,counts/m3,25,35,0,0,none
2303,4,2026-02-05 12:00:00,Night,4,0.5um,4.67,counts/m3,25,35,0,0,none
2304,4,2026-02-05 18:00:00,Night,8,0.5um,3.52,counts/m3,25,35,0,0,none
2305,4,2026-02-06 00:00:00,Day,2,0.5um,3.38,counts/m3,25,35,0,0,none
2306,4,2026-02-06 06:00:00,Evening,6,0.5um,7.25,counts/m3,25,35,0,0,none
2307,4,2026-02-06 12:00:00,Night,1,0.5um,2.14,counts/m3,25,35,0,0,none
2308,4,2026-02-06 18:00:00,Night,3,0.5um,4.04,counts/m3,25,35,0,0,none
2309,4,2026-02-07 00:00:00,Day,4,0.5um,2.94,counts/m3,25,35,0,0,none
2310,4,2026-02-07 06:00:00,Evening,4,0.5um,1.86,counts/m3,25,35,0,0,none
2311,4,2026-02-07 12:00:00,Night,2,0.5um,2.78,counts/m3,25,35,0,0,none
2312,4,2026-02-07 18:00:00,Night,7,0.5um,3.76,counts/m3,25,35,0,0,none
2313,4,2026-02-08 00:00:00,Day,6,0.5um,2.74,counts/m3,25,35,0,0,none
2314,4,2026-02-08 06:00:00,Evening,4,0.5um,2.68,counts/m3,25,35,0,0,none
2315,4,2026-02-08 12:00:00,Night,4,0.5um,0.6,counts/m3,25,35,0,0,none
2316,4,2026-02-08 18:00:00,Night,1,0.5um,1.55,counts/m3,25,35,0,0,none
2317,4,2026-02-09 00:00:00,Day,6,0.5um,3.51,counts/m3,25,35,0,0,none
2318,4,2026-02-09 06:00:00,Evening,2,0.5um,1.44,counts/m3,25,35,0,0,none
2319,4,2026-02-09 12:00:00,Night,3,0.5um,2.4,counts/m3,25,35,0,0,none
2320,4,2026-02-09 18:00:00,Night,7,0.5um,0.42,counts/m3,25,35,0,0,none
2321,4,2026-02-10 00:00:00,Day,6,0.5um,2.43,counts/m3,25,35,0,0,none
2322,4,2026-02-10 06:00:00,Evening,6,0.5um,3.4,counts/m3,25,35,0,0,none
2323,4,2026-02-10 12:00:00,Night,3,0.5um,4.37,counts/m3,25,35,0,0,none
2324,4,2026-02-10 18:00:00,Night,5,0.5um,1.36,counts/m3,25,35,0,0,none
2325,4,2026-02-11 00:00:00,Day,1,0.5um,1.33,counts/m3,25,35,0,0,none
2326,4,2026-02-11 06:00:00,Evening,2,0.5um,0.28,counts/m3,25,35,0,0,none
2327,4,2026-02-11 12:00:00,Night,7,0.5um,0.26,counts/m3,25,35,0,0,none
2328,4,2026-02-11 18:00:00,Night,4,0.5um,2.28,counts/m3,25,35,0,0,none
2329,4,2026-02-12 00:00:00,Day,6,0.5um,3.3,counts/m3,25,35,0,0,none
2330,4,2026-02-12 06:00:00,Evening,7,0.5um,3.29,counts/m3,25,35,0,0,none
2331,4,2026-02-12 12:00:00,Night,8,0.5um,1.27,counts/m3,25,35,0,0,none
2332,4,2026-02-12 18:00:00,Night,1,0.5um,3.27,counts/m3,25,35,0,0,none
2333,4,2026-02-13 00:00:00,Day,5,0.5um,0.26,counts/m3,25,35,0,0,none
2334,4,2026-02-13 06:00:00,Evening,8,0.5um,1.23,counts/m3,25,35,0,0,none
2335,4,2026-02-13 12:00:00,Night,2,0.5um,1.21,counts/m3,25,35,0,0,none
2336,4,2026-02-13 18:00:00,Night,7,0.5um,3.24,counts/m3,25,35,0,0,none
2337,4,2026-02-14 00:00:00,Day,5,0.5um,0.27,counts/m3,25,35,0,0,none
2338,4,2026-02-14 06:00:00,Evening,3,0.5um,1.25,counts/m3,25,35,0,0,none
2339,4,2026-02-14 12:00:00,Night,7,0.5um,1.23,counts/m3,25,35,0,0,none
2340,4,2026-02-14 18:00:00,Night,7,0.5um,4.23,counts/m3,25,35,0,0,none
2341,4,2026-02-15 00:00:00,Day,2,0.5um,0.23,counts/m3,25,35,0,0,none
2342,4,2026-02-15 06:00:00,Evening,6,0.5um,4.21,counts/m3,25,35,0,0,none
2343,4,2026-02-15 12:00:00,Night,8,0.5um,2.08,counts/m3,25,35,0,0,none
2344,4,2026-02-15 18:00:00,Night,6,0.5um,1.11,counts/m3,25,35,0,0,none
2345,4,2026-02-16 00:00:00,Day,5,0.5um,1.14,counts/m3,25,35,0,0,none
2346,4,2026-02-16 06:00:00,Evening,2,0.5um,0.15,counts/m3,25,35,0,0,none
2347,4,2026-02-16 12:00:00,Night,4,0.5um,0.16,counts/m3,25,35,0,0,none
2348,4,2026-02-16 18:00:00,Night,8,0.5um,1.19,counts/m3,25,35,0,0,none
2349,4,2026-02-17 00:00:00,Day,7,0.5um,0.22,counts/m3,25,35,0,0,none
2350,4,2026-02-17 06:00:00,Evening,4,0.5um,1.21,counts/m3,25,35,0,0,none
2351,4,2026-02-17 12:00:00,Night,3,0.5um,4.23,counts/m3,25,35,0,0,none
2352,4,2026-02-17 18:00:00,Night,7,0.5um,0.28,counts/m3,25,35,0,0,none
2353,4,2026-02-18 00:00:00,Day,8,0.5um,1.38,counts/m3,25,35,0,0,none
2354,4,2026-02-18 06:00:00,Evening,3,0.5um,0.44,counts/m3,25,35,0,0,none
2355,4,2026-02-18 12:00:00,Night,7,0.5um,1.49,counts/m3,25,35,0,0,none
